file,variable,height_agl_m,crs,rows,columns,minimum,maximum,nodata
turbulence_index/turbulence_index_z0000m.tif,turbulence_index,0.0,EPSG:4326,1660,946,0.04057551547884941,0.9580855369567871,-9999.0
coverage/coverage_z0000m.tif,coverage,0.0,EPSG:4326,1660,946,0.8069843053817749,0.9964739084243774,-9999.0
uncertainty/uncertainty_z0000m.tif,uncertainty,0.0,EPSG:4326,1660,946,0.2425060272216797,0.6221161484718323,-9999.0
turbulence_index/turbulence_index_z0050m.tif,turbulence_index,50.0,EPSG:4326,1660,946,0.04057551547884941,0.9583114981651306,-9999.0
turbulence_index/turbulence_index_z0100m.tif,turbulence_index,100.0,EPSG:4326,1660,946,0.09884145855903625,0.9033876061439514,-9999.0
turbulence_index/turbulence_index_z0150m.tif,turbulence_index,150.0,EPSG:4326,1660,946,0.09669884294271469,0.8938252329826355,-9999.0
turbulence_index/turbulence_index_z0200m.tif,turbulence_index,200.0,EPSG:4326,1660,946,0.1057378351688385,0.8785131573677063,-9999.0
coverage/coverage_z0200m.tif,coverage,200.0,EPSG:4326,1660,946,0.5258032083511353,0.9818646311759949,-9999.0
uncertainty/uncertainty_z0200m.tif,uncertainty,200.0,EPSG:4326,1660,946,0.2970834970474243,0.7076490521430969,-9999.0
turbulence_index/turbulence_index_z0250m.tif,turbulence_index,250.0,EPSG:4326,1660,946,0.12305466830730438,0.8614078760147095,-9999.0
turbulence_index/turbulence_index_z0300m.tif,turbulence_index,300.0,EPSG:4326,1660,946,0.13515570759773254,0.8656383752822876,-9999.0
turbulence_index/turbulence_index_z0350m.tif,turbulence_index,350.0,EPSG:4326,1660,946,0.1258426010608673,0.870071291923523,-9999.0
turbulence_index/turbulence_index_z0400m.tif,turbulence_index,400.0,EPSG:4326,1660,946,0.12379423528909683,0.8518323302268982,-9999.0
turbulence_index/turbulence_index_z0450m.tif,turbulence_index,450.0,EPSG:4326,1660,946,0.1309388428926468,0.8338330984115601,-9999.0
turbulence_index/turbulence_index_z0500m.tif,turbulence_index,500.0,EPSG:4326,1660,946,0.1357739269733429,0.8345480561256409,-9999.0
coverage/coverage_z0500m.tif,coverage,500.0,EPSG:4326,1660,946,0.30013880133628845,0.9891967177391052,-9999.0
uncertainty/uncertainty_z0500m.tif,uncertainty,500.0,EPSG:4326,1660,946,0.26270949840545654,0.8704891204833984,-9999.0
turbulence_index/turbulence_index_z0550m.tif,turbulence_index,550.0,EPSG:4326,1660,946,0.13794782757759094,0.8300716280937195,-9999.0
turbulence_index/turbulence_index_z0600m.tif,turbulence_index,600.0,EPSG:4326,1660,946,0.1409551203250885,0.8170811533927917,-9999.0
turbulence_index/turbulence_index_z0650m.tif,turbulence_index,650.0,EPSG:4326,1660,946,0.12708470225334167,0.7957288026809692,-9999.0
turbulence_index/turbulence_index_z0700m.tif,turbulence_index,700.0,EPSG:4326,1660,946,0.10057137906551361,0.7960361242294312,-9999.0
turbulence_index/turbulence_index_z0750m.tif,turbulence_index,750.0,EPSG:4326,1660,946,0.08855819702148438,0.7987141609191895,-9999.0
turbulence_index/turbulence_index_z0800m.tif,turbulence_index,800.0,EPSG:4326,1660,946,0.08912661671638489,0.7962985634803772,-9999.0
turbulence_index/turbulence_index_z0850m.tif,turbulence_index,850.0,EPSG:4326,1660,946,0.0973307341337204,0.8008535504341125,-9999.0
turbulence_index/turbulence_index_z0900m.tif,turbulence_index,900.0,EPSG:4326,1660,946,0.10108943283557892,0.8056216239929199,-9999.0
turbulence_index/turbulence_index_z0950m.tif,turbulence_index,950.0,EPSG:4326,1660,946,0.09880801290273666,0.811891496181488,-9999.0
turbulence_index/turbulence_index_z1000m.tif,turbulence_index,1000.0,EPSG:4326,1660,946,0.09286410361528397,0.8198707103729248,-9999.0
coverage/coverage_z1000m.tif,coverage,1000.0,EPSG:4326,1660,946,0.15532414615154266,0.9709834456443787,-9999.0
uncertainty/uncertainty_z1000m.tif,uncertainty,1000.0,EPSG:4326,1660,946,0.26584237813949585,1.0322073698043823,-9999.0
turbulence_index/turbulence_index_z1050m.tif,turbulence_index,1050.0,EPSG:4326,1660,946,0.08875234425067902,0.8332484364509583,-9999.0
turbulence_index/turbulence_index_z1100m.tif,turbulence_index,1100.0,EPSG:4326,1660,946,0.08296944946050644,0.8431636691093445,-9999.0
turbulence_index/turbulence_index_z1150m.tif,turbulence_index,1150.0,EPSG:4326,1660,946,0.07735897600650787,0.8514472246170044,-9999.0
turbulence_index/turbulence_index_z1200m.tif,turbulence_index,1200.0,EPSG:4326,1660,946,0.07732264697551727,0.8532804846763611,-9999.0
turbulence_index/turbulence_index_z1250m.tif,turbulence_index,1250.0,EPSG:4326,1660,946,0.07491026073694229,0.8619404435157776,-9999.0
turbulence_index/turbulence_index_z1300m.tif,turbulence_index,1300.0,EPSG:4326,1660,946,0.07069050520658493,0.8647627830505371,-9999.0
turbulence_index/turbulence_index_z1350m.tif,turbulence_index,1350.0,EPSG:4326,1660,946,0.07181735336780548,0.8665897846221924,-9999.0
turbulence_index/turbulence_index_z1400m.tif,turbulence_index,1400.0,EPSG:4326,1660,946,0.07651260495185852,0.8639544248580933,-9999.0
turbulence_index/turbulence_index_z1450m.tif,turbulence_index,1450.0,EPSG:4326,1660,946,0.08503618091344833,0.8624693751335144,-9999.0
turbulence_index/turbulence_index_z1500m.tif,turbulence_index,1500.0,EPSG:4326,1660,946,0.10281015932559967,0.8571298122406006,-9999.0
coverage/coverage_z1500m.tif,coverage,1500.0,EPSG:4326,1660,946,0.2238088995218277,0.962345540523529,-9999.0
uncertainty/uncertainty_z1500m.tif,uncertainty,1500.0,EPSG:4326,1660,946,0.2702009081840515,0.9784048795700073,-9999.0
turbulence_index/turbulence_index_z1550m.tif,turbulence_index,1550.0,EPSG:4326,1660,946,0.11764492839574814,0.8490428328514099,-9999.0
turbulence_index/turbulence_index_z1600m.tif,turbulence_index,1600.0,EPSG:4326,1660,946,0.09251270443201065,0.8479264974594116,-9999.0
turbulence_index/turbulence_index_z1650m.tif,turbulence_index,1650.0,EPSG:4326,1660,946,0.09292514622211456,0.8427385091781616,-9999.0
turbulence_index/turbulence_index_z1700m.tif,turbulence_index,1700.0,EPSG:4326,1660,946,0.0761730745434761,0.8378545045852661,-9999.0
turbulence_index/turbulence_index_z1750m.tif,turbulence_index,1750.0,EPSG:4326,1660,946,0.04247201606631279,0.8319441080093384,-9999.0
turbulence_index/turbulence_index_z1800m.tif,turbulence_index,1800.0,EPSG:4326,1660,946,0.025503654032945633,0.8281058669090271,-9999.0
turbulence_index/turbulence_index_z1850m.tif,turbulence_index,1850.0,EPSG:4326,1660,946,0.01461590826511383,0.8389416933059692,-9999.0
turbulence_index/turbulence_index_z1900m.tif,turbulence_index,1900.0,EPSG:4326,1660,946,0.002649197354912758,0.8497599363327026,-9999.0
turbulence_index/turbulence_index_z1950m.tif,turbulence_index,1950.0,EPSG:4326,1660,946,0.019005926325917244,0.8665957450866699,-9999.0
turbulence_index/turbulence_index_z2000m.tif,turbulence_index,2000.0,EPSG:4326,1660,946,0.033601246774196625,0.8734838366508484,-9999.0
coverage/coverage_z2000m.tif,coverage,2000.0,EPSG:4326,1660,946,0.09352657943964005,0.8785758018493652,-9999.0
uncertainty/uncertainty_z2000m.tif,uncertainty,2000.0,EPSG:4326,1660,946,0.32077890634536743,1.531241536140442,-9999.0
